"Final_EA_code","interview__id","School_leave_id","s3q34","s3q35a","s3q35b","s3q36a","s3q36b"
"418202010203","a5e08a9b241643949baeb09fac3ee420",1,1,7,12,8,8
"418202010203","a5e08a9b241643949baeb09fac3ee420",3,1,19,13,8,8
"108301050512","a93651e6ad8d4de2af53d25e4a9fc082",2,1,20,40,6,96
"108301050512","a93651e6ad8d4de2af53d25e4a9fc082",3,1,30,40,6,8
"108301050512","a93651e6ad8d4de2af53d25e4a9fc082",1,1,26,19,6,8
"322111041206","a9b092b3952f4ec082794dec24de21a1",1,1,50,65,9,9
"322111041206","a9b092b3952f4ec082794dec24de21a1",3,1,50,65,9,5
"322111041206","a9b092b3952f4ec082794dec24de21a1",2,1,45,55,9,5
"310202030204","aeefbdde40724ba291ecf85534647db2",1,1,13,18,9,9
"310202030204","aeefbdde40724ba291ecf85534647db2",2,1,18,24,9,9
"310202030204","aeefbdde40724ba291ecf85534647db2",3,1,34,25,96,96
"111202040320","b00970f7c1fd483599d25b5d7a2c0399",1,1,3,5,8,8
"111202040320","b00970f7c1fd483599d25b5d7a2c0399",3,1,1,3,6,4
"111202040320","b00970f7c1fd483599d25b5d7a2c0399",2,1,3,3,11,11
"319203030409","b0b5ef4a81ee42299b12a7926ba93f4f",2,2,,,,
"319203030409","b0b5ef4a81ee42299b12a7926ba93f4f",1,2,,,,
"319203030409","b0b5ef4a81ee42299b12a7926ba93f4f",3,2,,,,
"101204020501","b0cd107e76604c5c8367347965a11428",1,,,,,
"101204020501","b0cd107e76604c5c8367347965a11428",2,,,,,
"101204020501","b0cd107e76604c5c8367347965a11428",3,,,,,
"117302060527","b105a36a56b84f6ba66b7d1e2ffc388b",3,1,8,8,11,11
"117302060527","b105a36a56b84f6ba66b7d1e2ffc388b",2,1,5,5,6,6
"117302060527","b105a36a56b84f6ba66b7d1e2ffc388b",1,1,10,10,8,8
"303402040806","b136b27d91194229a3d2dcf9252a325e",3,2,,,,
"303402040806","b136b27d91194229a3d2dcf9252a325e",2,2,,,,
"303402040806","b136b27d91194229a3d2dcf9252a325e",1,2,,,,
"310306030909","b137ae14a69249ff994a536b0461599c",1,2,,,,
"310306030909","b137ae14a69249ff994a536b0461599c",3,1,70,102,9,9
"310306030909","b137ae14a69249ff994a536b0461599c",2,1,1,0,9,
"410201010654","b2e36352f5d9409abcd9ff6850c9a17f",3,,,,,
"410201010654","b2e36352f5d9409abcd9ff6850c9a17f",2,,,,,
"410201010654","b2e36352f5d9409abcd9ff6850c9a17f",1,,,,,
"120106010101","b330812745fa4e77a5f536a967849f73",2,1,5,5,8,8
"120106010101","b330812745fa4e77a5f536a967849f73",3,2,,,,
"120106010101","b330812745fa4e77a5f536a967849f73",1,1,4,6,8,8
"309103050101","b341d8d46699459d85270dbbf9234423",2,1,202,138,8,8
"309103050101","b341d8d46699459d85270dbbf9234423",3,1,16,5,9,9
"309103050101","b341d8d46699459d85270dbbf9234423",1,2,,,,
"324104010503","b4251f797f5f4785bc4d7bf83cf21cad",3,,,,,
"324104010503","b4251f797f5f4785bc4d7bf83cf21cad",2,,,,,
"324104010503","b4251f797f5f4785bc4d7bf83cf21cad",1,,,,,
"218103021305","b562c88957c5417886afa6977f5b2965",2,1,1,0,12,
"218103021305","b562c88957c5417886afa6977f5b2965",3,1,1,1,6,6
"218103021305","b562c88957c5417886afa6977f5b2965",1,1,0,1,,9
"113301010130","b59699570a7a45afbefd3140dd85b87e",3,1,0,0,,
"113301010130","b59699570a7a45afbefd3140dd85b87e",2,1,0,0,,
"113301010130","b59699570a7a45afbefd3140dd85b87e",1,1,0,0,,
"302204050508","b60db776f7044c0993c08a34296e7410",2,1,28,24,11,4
"302204050508","b60db776f7044c0993c08a34296e7410",1,1,24,22,9,4
"302204050508","b60db776f7044c0993c08a34296e7410",3,1,18,14,9,4
"424105020201","b6beade8c2fb4ba7b72316080719a6ae",1,1,4,12,6,11
"424105020201","b6beade8c2fb4ba7b72316080719a6ae",3,2,,,,
"424105020201","b6beade8c2fb4ba7b72316080719a6ae",2,2,,,,
"314101030304","b6c120c8e36f4d488a1d22da070a6a01",1,,,,,
"314101030304","b6c120c8e36f4d488a1d22da070a6a01",2,,,,,
"314101030304","b6c120c8e36f4d488a1d22da070a6a01",3,,,,,
"321105050214","b71b6b7c544e41fb929294eed370b7cf",3,1,35,35,9,9
"321105050214","b71b6b7c544e41fb929294eed370b7cf",2,1,15,30,9,5
"321105050214","b71b6b7c544e41fb929294eed370b7cf",1,1,22,16,9,4
"110306010205","b92db033a86e4abbae72c6347c5b82c8",3,1,5,5,8,8
"110306010205","b92db033a86e4abbae72c6347c5b82c8",1,1,5,10,96,96
"110306010205","b92db033a86e4abbae72c6347c5b82c8",2,1,5,5,6,6
"406201020310","bad2132fae8a42459b20c2aede01de05",2,2,,,,
"406201020310","bad2132fae8a42459b20c2aede01de05",3,2,,,,
"406201020310","bad2132fae8a42459b20c2aede01de05",1,2,,,,
"408102011215","bb6db2bb7e894ee6b96c81013a338db0",3,1,12,18,8,8
"408102011215","bb6db2bb7e894ee6b96c81013a338db0",2,1,8,9,6,6
"408102011215","bb6db2bb7e894ee6b96c81013a338db0",1,1,4,3,6,6
"209201010506","bb91dac00ca941ac91a0e1569d4a6dc8",2,1,0,1,,9
"209201010506","bb91dac00ca941ac91a0e1569d4a6dc8",1,1,0,1,,9
"209201010506","bb91dac00ca941ac91a0e1569d4a6dc8",3,2,,,,
"117301041137","bbb3f63e02a24e3db0e1e1e424e4a991",1,1,6,9,11,11
"117301041137","bbb3f63e02a24e3db0e1e1e424e4a991",3,1,1,4,10,11
"117301041137","bbb3f63e02a24e3db0e1e1e424e4a991",2,1,3,5,8,8
"402210030714","bbd5aebfc1a54cf6826cbe7b44ec361d",2,,,,,
"402210030714","bbd5aebfc1a54cf6826cbe7b44ec361d",3,,,,,
"402210030714","bbd5aebfc1a54cf6826cbe7b44ec361d",1,,,,,
"420107040304","bcc6e03bb2a543348878ca4889658ee5",1,2,,,,
"420107040304","bcc6e03bb2a543348878ca4889658ee5",3,2,,,,
"420107040304","bcc6e03bb2a543348878ca4889658ee5",2,1,128,159,6,8
"318112010303","bcf4623a365e43579a50ae7608a20bb4",1,1,289,126,11,11
"318112010303","bcf4623a365e43579a50ae7608a20bb4",2,1,30,50,11,11
"318112010303","bcf4623a365e43579a50ae7608a20bb4",3,1,36,96,11,11
"221109020302","bfade52afbbe499582123960bdf484ad",1,1,1,0,9,
"221109020302","bfade52afbbe499582123960bdf484ad",2,1,1,1,8,5
"221109020302","bfade52afbbe499582123960bdf484ad",3,1,1,2,9,5
"325103060113","bfc868c5c5914281b9d9bd1182bec578",3,1,130,125,11,11
"325103060113","bfc868c5c5914281b9d9bd1182bec578",1,1,140,120,11,11
"325103060113","bfc868c5c5914281b9d9bd1182bec578",2,1,120,110,11,11
"307108030304","c015bae305344f96818cc01ab60541c4",1,,,,,
"307108030304","c015bae305344f96818cc01ab60541c4",3,,,,,
"307108030304","c015bae305344f96818cc01ab60541c4",2,,,,,
"310306040802","c14a86da4ace4064b4410807ad90f8cc",2,1,50,34,96,6
"310306040802","c14a86da4ace4064b4410807ad90f8cc",3,1,44,35,9,9
"310306040802","c14a86da4ace4064b4410807ad90f8cc",1,1,47,92,9,9
"210306040101","c1a22955cf934b9386559182a0c46c8d",3,2,,,,
"210306040101","c1a22955cf934b9386559182a0c46c8d",1,1,0,1,,4
"210306040101","c1a22955cf934b9386559182a0c46c8d",2,2,,,,
"432205040203","c208d41946924e27803193316fe645f0",2,2,,,,
"432205040203","c208d41946924e27803193316fe645f0",1,2,,,,
"432205040203","c208d41946924e27803193316fe645f0",3,2,,,,
"124108021108","c2a083238ac94fc8a0b48e3330a8a611",2,,,,,
"124108021108","c2a083238ac94fc8a0b48e3330a8a611",3,,,,,
"124108021108","c2a083238ac94fc8a0b48e3330a8a611",1,,,,,
"107402030203","c33561448066434395fe6c8445631c87",2,1,36,32,8,8
"107402030203","c33561448066434395fe6c8445631c87",1,1,55,87,8,8
"107402030203","c33561448066434395fe6c8445631c87",3,1,43,54,8,8
"321103040514","c40d2554992447aaab0c9ed075204836",3,1,30,60,9,4
"321103040514","c40d2554992447aaab0c9ed075204836",1,1,10,30,9,5
"321103040514","c40d2554992447aaab0c9ed075204836",2,1,20,50,9,5
"311103020202","c5a985e708a74594a6c4522354013a9a",3,1,7,8,96,96
"311103020202","c5a985e708a74594a6c4522354013a9a",2,1,76,71,96,96
"311103020202","c5a985e708a74594a6c4522354013a9a",1,2,,,,
"225114032604","c7bcab112852484b816748e5dc6c1d12",2,1,0,2,,5
"225114032604","c7bcab112852484b816748e5dc6c1d12",1,1,0,1,,5
"225114032604","c7bcab112852484b816748e5dc6c1d12",3,1,1,0,6,
"426202040101","c997c4379310457193d2e4fec060d957",2,1,9,3,8,8
"426202040101","c997c4379310457193d2e4fec060d957",3,1,11,6,8,8
"426202040101","c997c4379310457193d2e4fec060d957",1,1,6,7,8,8
"304102010107","c9f3e3b01148416390d788c451e83853",3,1,16,8,11,11
"304102010107","c9f3e3b01148416390d788c451e83853",2,1,34,24,96,96
"304102010107","c9f3e3b01148416390d788c451e83853",1,1,10,6,11,11
"402208050714","ca4736d2f7a74a899d7997d614ac6c76",2,1,5,2,8,8
"402208050714","ca4736d2f7a74a899d7997d614ac6c76",1,1,3,3,8,8
"402208050714","ca4736d2f7a74a899d7997d614ac6c76",3,1,3,9,8,8
"212202010105","caa6f80f888744d0aaaf2e19676dcd23",3,2,,,,
"212202010105","caa6f80f888744d0aaaf2e19676dcd23",2,1,1,1,8,4
"212202010105","caa6f80f888744d0aaaf2e19676dcd23",1,2,,,,
"228102030405","cbe3a418c67c4370af13683f11d44636",3,2,,,,
"228102030405","cbe3a418c67c4370af13683f11d44636",2,2,,,,
"228102030405","cbe3a418c67c4370af13683f11d44636",1,2,,,,
"408113040517","cc8047dc8a484aaa9836d72178b1780c",1,1,30,50,5,6
"408113040517","cc8047dc8a484aaa9836d72178b1780c",2,1,50,70,5,6
"408113040517","cc8047dc8a484aaa9836d72178b1780c",3,1,20,44,6,5
"325107010301","cd1474d77fac421a97691e211fcbba4c",3,1,40,50,8,5
"325107010301","cd1474d77fac421a97691e211fcbba4c",1,1,30,50,9,5
"325107010301","cd1474d77fac421a97691e211fcbba4c",2,1,20,30,9,4
"408112020621","ce05dd69d60e43e28966bf07a745ce3d",2,1,30,50,6,6
"408112020621","ce05dd69d60e43e28966bf07a745ce3d",1,1,35,25,6,6
"408112020621","ce05dd69d60e43e28966bf07a745ce3d",3,1,40,80,6,6
"427202040214","ce31748c847d40a9ad2150a36c2438dc",3,2,,,,
"427202040214","ce31748c847d40a9ad2150a36c2438dc",2,2,,,,
"427202040214","ce31748c847d40a9ad2150a36c2438dc",1,2,,,,
"103105050501","cedfce2c57e641d18f8cb9d9c783e6a3",1,1,10,18,6,6
"103105050501","cedfce2c57e641d18f8cb9d9c783e6a3",2,1,4,10,11,6
"103105050501","cedfce2c57e641d18f8cb9d9c783e6a3",3,1,5,12,8,6
"102105150507","d091d72bf34743fa8b42d63d78c6c4d2",3,1,26,15,8,8
"102105150507","d091d72bf34743fa8b42d63d78c6c4d2",1,1,102,95,8,8
"102105150507","d091d72bf34743fa8b42d63d78c6c4d2",2,1,94,58,8,8
"310306041001","d4b645c8dabe4a14801fbe211d9dac91",1,,,,,
"310306041001","d4b645c8dabe4a14801fbe211d9dac91",2,,,,,
"310306041001","d4b645c8dabe4a14801fbe211d9dac91",3,,,,,
"110204010703","d4e9ef0dc2b74bf38dcb92726ad41f5d",3,2,,,,
"110204010703","d4e9ef0dc2b74bf38dcb92726ad41f5d",2,2,,,,
"110204010703","d4e9ef0dc2b74bf38dcb92726ad41f5d",1,1,10,16,8,8
"307108030708","d56d66a6c7584c298f2d3d3fa7389f35",3,,,,,
"307108030708","d56d66a6c7584c298f2d3d3fa7389f35",2,,,,,
"307108030708","d56d66a6c7584c298f2d3d3fa7389f35",1,,,,,
"122102060404","d63a27ac1a6d4af89a64a7cbcd3d4291",2,1,9,6,8,8
"122102060404","d63a27ac1a6d4af89a64a7cbcd3d4291",3,1,8,10,8,8
"122102060404","d63a27ac1a6d4af89a64a7cbcd3d4291",1,1,7,7,8,8
"212104030611","d63ba4eb8a1c4a0e9cca5826e2affa7e",1,2,,,,
"212104030611","d63ba4eb8a1c4a0e9cca5826e2affa7e",3,2,,,,
"212104030611","d63ba4eb8a1c4a0e9cca5826e2affa7e",2,1,2,2,9,5
"102102050406","d6aa486f005240b6b7cb24f89a40734e",2,1,4,4,8,8
"102102050406","d6aa486f005240b6b7cb24f89a40734e",1,1,6,8,8,8
"102102050406","d6aa486f005240b6b7cb24f89a40734e",3,1,12,8,8,8
"323108030411","d7b1236aabb94f6bb30da9c00b33bf61",2,1,98,111,11,11
"323108030411","d7b1236aabb94f6bb30da9c00b33bf61",3,1,90,120,9,4
"323108030411","d7b1236aabb94f6bb30da9c00b33bf61",1,1,102,132,11,11
"303504020504","d7df893335d04af7acb5f703066383af",3,1,20,18,9,9
"303504020504","d7df893335d04af7acb5f703066383af",1,1,13,13,9,9
"303504020504","d7df893335d04af7acb5f703066383af",2,1,14,18,9,9
"403105050205","d84f5f9e3a694d3ea5d8c6bc57726b98",1,2,,,,
"403105050205","d84f5f9e3a694d3ea5d8c6bc57726b98",3,2,,,,
"403105050205","d84f5f9e3a694d3ea5d8c6bc57726b98",2,2,,,,
"102103060631","d8e480e0083545f38d88e7ca1753924c",2,,,,,
"102103060631","d8e480e0083545f38d88e7ca1753924c",1,,,,,
"102103060631","d8e480e0083545f38d88e7ca1753924c",3,,,,,
"406303070608","d983e831143f41a08ffd423010b5dfa6",2,2,,,,
"406303070608","d983e831143f41a08ffd423010b5dfa6",3,2,,,,
"406303070608","d983e831143f41a08ffd423010b5dfa6",1,2,,,,
"325101020514","da5e5ab5a00e480683eae461cba99b13",2,1,33,74,11,5
"325101020514","da5e5ab5a00e480683eae461cba99b13",1,1,120,47,11,5
"325101020514","da5e5ab5a00e480683eae461cba99b13",3,1,99,111,11,5
"223126011515","da7a73e6a46542769c99839dcac87f10",1,,,,,
"223126011515","da7a73e6a46542769c99839dcac87f10",2,,,,,
"223126011515","da7a73e6a46542769c99839dcac87f10",3,,,,,
"102103080303","db979bdcd2e148f98742974d2a4f9371",3,1,16,16,8,8
"102103080303","db979bdcd2e148f98742974d2a4f9371",1,1,14,16,8,8
"102103080303","db979bdcd2e148f98742974d2a4f9371",2,1,15,16,8,8
"122106021812","dc1776a9a0e14f4582ec0425908ceea5",3,1,5,5,9,9
"122106021812","dc1776a9a0e14f4582ec0425908ceea5",1,1,10,5,11,11
"122106021812","dc1776a9a0e14f4582ec0425908ceea5",2,1,5,5,8,8
"113111020505","dda5335ce205431184ce477ddbedbef7",3,2,,,,
"113111020505","dda5335ce205431184ce477ddbedbef7",1,1,20,25,6,8
"113111020505","dda5335ce205431184ce477ddbedbef7",2,1,30,40,6,8
"106101010605","df04ee2c0e3a4107a7da27f23f41944b",3,2,,,,
"106101010605","df04ee2c0e3a4107a7da27f23f41944b",2,1,10,16,8,8
"106101010605","df04ee2c0e3a4107a7da27f23f41944b",1,1,6,9,8,8
"208102140202","dfbc222d6117426abcbd121d0593bce5",2,2,,,,
"208102140202","dfbc222d6117426abcbd121d0593bce5",3,2,,,,
"208102140202","dfbc222d6117426abcbd121d0593bce5",1,2,,,,
"115303040507","e106494d0ae84f20a841ab351720b8aa",3,1,3,3,96,96
"115303040507","e106494d0ae84f20a841ab351720b8aa",1,1,2,2,96,96
"115303040507","e106494d0ae84f20a841ab351720b8aa",2,1,2,2,96,96
"117106050206","e23a30e088d1453a8394085bff6af8dd",1,1,0,0,,
"117106050206","e23a30e088d1453a8394085bff6af8dd",3,1,0,0,,
"117106050206","e23a30e088d1453a8394085bff6af8dd",2,1,0,0,,
"417107030404","e24222c61b9f4563830fe94cd944785c",3,,,,,
"417107030404","e24222c61b9f4563830fe94cd944785c",2,,,,,
"417107030404","e24222c61b9f4563830fe94cd944785c",1,,,,,
"406108040102","e282714b05cb42bf8b20fc75e0473960",1,,,,,
"406108040102","e282714b05cb42bf8b20fc75e0473960",3,,,,,
"406108040102","e282714b05cb42bf8b20fc75e0473960",2,,,,,
"107403060301","e3166e34b04d473eb589f6a033ae53d2",1,1,60,40,8,8
"107403060301","e3166e34b04d473eb589f6a033ae53d2",2,1,50,55,8,8
"107403060301","e3166e34b04d473eb589f6a033ae53d2",3,1,68,75,8,8
"104102040606","e4d52a1c0a1148dc830cee53ef0df523",3,1,10,9,8,8
"104102040606","e4d52a1c0a1148dc830cee53ef0df523",2,1,5,7,8,8
"104102040606","e4d52a1c0a1148dc830cee53ef0df523",1,1,6,10,8,8
"404403030304","e4ddc650064a4c0f89867f59f249801e",1,1,3,6,6,8
"404403030304","e4ddc650064a4c0f89867f59f249801e",2,1,9,11,6,8
"404403030304","e4ddc650064a4c0f89867f59f249801e",3,1,12,15,6,8
"411203020101","e614b8ae67d44c8cbc5bf5aeccecc8f8",2,1,8,5,8,8
"411203020101","e614b8ae67d44c8cbc5bf5aeccecc8f8",3,1,11,13,8,8
"411203020101","e614b8ae67d44c8cbc5bf5aeccecc8f8",1,1,6,4,8,8
"201210090210","e61b5559a1b4404bb4a22e8c657b33f1",1,,,,,
"201210090210","e61b5559a1b4404bb4a22e8c657b33f1",2,,,,,
"201210090210","e61b5559a1b4404bb4a22e8c657b33f1",3,,,,,
"309204060609","e6d0819875ec42e4b949ea30d57fb7e3",3,2,,,,
"309204060609","e6d0819875ec42e4b949ea30d57fb7e3",2,2,,,,
"309204060609","e6d0819875ec42e4b949ea30d57fb7e3",1,2,,,,
"204101030213","e77d4f6292d24755b7b3c46d7261d6b2",1,,,,,
"204101030213","e77d4f6292d24755b7b3c46d7261d6b2",3,,,,,
"204101030213","e77d4f6292d24755b7b3c46d7261d6b2",2,,,,,
"330110010403","e86a2ea031ca4f9cb0b66693561736c8",2,1,139,122,96,96
"330110010403","e86a2ea031ca4f9cb0b66693561736c8",3,2,,,,
"330110010403","e86a2ea031ca4f9cb0b66693561736c8",1,1,102,112,96,96
"124107010620","e8b86f9566254e76af1d7fe3ff8524a9",3,2,,,,
"124107010620","e8b86f9566254e76af1d7fe3ff8524a9",2,2,,,,
"124107010620","e8b86f9566254e76af1d7fe3ff8524a9",1,1,24,38,8,8
"320102020601","e90883e236674997bdbad9acc116625f",2,,,,,
"320102020601","e90883e236674997bdbad9acc116625f",1,,,,,
"320102020601","e90883e236674997bdbad9acc116625f",3,,,,,
"420108030901","e9acfec9f50e43a884c4db8e14f80beb",3,2,,,,
"420108030901","e9acfec9f50e43a884c4db8e14f80beb",1,2,,,,
"420108030901","e9acfec9f50e43a884c4db8e14f80beb",2,2,,,,
"102105030701","e9e027640d2a4506aec7a34b6c679073",1,,,,,
"102105030701","e9e027640d2a4506aec7a34b6c679073",2,,,,,
"102105030701","e9e027640d2a4506aec7a34b6c679073",3,,,,,
"319105080306","e9ee6e0d15b54db2b26857f7ed93a52b",2,1,37,36,9,9
"319105080306","e9ee6e0d15b54db2b26857f7ed93a52b",1,1,72,102,9,9
"319105080306","e9ee6e0d15b54db2b26857f7ed93a52b",3,1,27,47,9,9
"313102050501","eb8f3695097d4ec5a6d7c65858451483",1,1,14,26,9,9
"313102050501","eb8f3695097d4ec5a6d7c65858451483",2,2,,,,
"313102050501","eb8f3695097d4ec5a6d7c65858451483",3,2,,,,
"303204050605","ebb0b322a786451d9ec7603dc6731c31",3,1,22,66,8,8
"303204050605","ebb0b322a786451d9ec7603dc6731c31",1,2,,,,
"303204050605","ebb0b322a786451d9ec7603dc6731c31",2,1,27,23,8,8
"102104010236","ed628650c92d4517a20209c12a4e6606",2,1,6,6,11,11
"102104010236","ed628650c92d4517a20209c12a4e6606",1,1,31,30,11,11
"102104010236","ed628650c92d4517a20209c12a4e6606",3,1,9,1,8,8
"405301040904","ee245be814ce483aa8b66c3b2b0b6216",3,,,,,
"405301040904","ee245be814ce483aa8b66c3b2b0b6216",2,,,,,
"405301040904","ee245be814ce483aa8b66c3b2b0b6216",1,,,,,
"223135040509","ef0a2c1050d9446fa88afe6aaecd83fb",1,,,,,
"223135040509","ef0a2c1050d9446fa88afe6aaecd83fb",3,,,,,
"223135040509","ef0a2c1050d9446fa88afe6aaecd83fb",2,,,,,
"108106030909","f11ff6935d374a37bd9267163c43ea0e",3,1,0,1,,5
"108106030909","f11ff6935d374a37bd9267163c43ea0e",2,2,,,,
"108106030909","f11ff6935d374a37bd9267163c43ea0e",1,2,,,,
"428111030515","f2753e0a1ee1407cbf044f9bf4084302",3,2,,,,
"428111030515","f2753e0a1ee1407cbf044f9bf4084302",2,2,,,,
"428111030515","f2753e0a1ee1407cbf044f9bf4084302",1,2,,,,
"219103120104","f310f9362b1e4295837d273e1b467904",2,2,,,,
"219103120104","f310f9362b1e4295837d273e1b467904",3,2,,,,
"219103120104","f310f9362b1e4295837d273e1b467904",1,2,,,,
"223121010401","f4f37a3e35c44dc4924cadb9b8f38a0c",1,1,0,1,,4
"223121010401","f4f37a3e35c44dc4924cadb9b8f38a0c",2,2,,,,
"223121010401","f4f37a3e35c44dc4924cadb9b8f38a0c",3,2,,,,
"214114030515","f7c8666f68b24340884eb314238f39c2",2,1,12,7,8,8
"214114030515","f7c8666f68b24340884eb314238f39c2",3,1,11,14,8,8
"214114030515","f7c8666f68b24340884eb314238f39c2",1,1,6,8,8,8
"415106081213","fa6d43e574104dbeaabc1c15d349f6b4",2,2,,,,
"415106081213","fa6d43e574104dbeaabc1c15d349f6b4",1,2,,,,
"415106081213","fa6d43e574104dbeaabc1c15d349f6b4",3,2,,,,
"418209070214","fad0449bb4f0427aa9434d98c5e8ddf5",3,1,15,13,8,8
"418209070214","fad0449bb4f0427aa9434d98c5e8ddf5",2,1,13,9,8,8
"418209070214","fad0449bb4f0427aa9434d98c5e8ddf5",1,1,11,7,8,8
"415110040403","fbdb75a9b0ab4f63b55032a65a48dc0f",1,2,,,,
"415110040403","fbdb75a9b0ab4f63b55032a65a48dc0f",3,2,,,,
"415110040403","fbdb75a9b0ab4f63b55032a65a48dc0f",2,2,,,,
"417102010602","fc8c4458e87f4d78814c817cd3bb82f9",3,1,43,39,8,8
"417102010602","fc8c4458e87f4d78814c817cd3bb82f9",2,1,19,25,8,8
"417102010602","fc8c4458e87f4d78814c817cd3bb82f9",1,1,23,36,8,8
"314103040301","fd96d6f934ab45739d166b07618b3031",3,,,,,
"314103040301","fd96d6f934ab45739d166b07618b3031",1,1,0,8,,4
"314103040301","fd96d6f934ab45739d166b07618b3031",2,,,,,
"207104010604","fe36e5eff69c4cb2959c1c44ea20f418",3,1,,,,
"207104010604","fe36e5eff69c4cb2959c1c44ea20f418",2,1,22,32,96,96
"207104010604","fe36e5eff69c4cb2959c1c44ea20f418",1,1,44,57,9,96
"208107130101","ff38ebd77e0b421a8e2cc2c790ae9232",1,1,1,2,96,4
"208107130101","ff38ebd77e0b421a8e2cc2c790ae9232",2,1,4,2,96,96
"208107130101","ff38ebd77e0b421a8e2cc2c790ae9232",3,2,,,,
"102103010916","ffc83c8361694f8081915379007bb634",3,2,,,,
"102103010916","ffc83c8361694f8081915379007bb634",2,1,2,8,9,5
"102103010916","ffc83c8361694f8081915379007bb634",1,1,4,0,8,
